Date,Open,High,Low,Close,%Change,Volume,# of Trades,Turnover (1000)
2018-09-04,83.1,91.41,81.2,89.78,5.62,60053.0,976.0,5315.22
2018-09-03,100.02,101.0,85.0,85.0,-16.09,62973.0,1235.0,5812.72
2018-08-31,106.0,106.0,98.0,101.3,-5.33,24747.0,731.0,2503.01
2018-08-30,112.8,112.8,105.0,107.0,-2.73,12048.0,378.0,1294.52
2018-08-29,105.74,115.0,95.17,110.0,4.01,71548.0,1775.0,7439.61
2018-08-28,117.5,123.0,105.76,105.76,-11.87,69880.0,2180.0,7805.56
2018-08-27,119.0,124.5,118.8,120.0,1.69,27381.0,562.0,3336.37
2018-08-24,120.9,120.9,117.24,118.0,0.94,9105.0,181.0,1075.82
2018-08-23,121.0,121.0,116.02,116.9,-1.86,13107.0,321.0,1548.54
2018-08-22,122.0,124.0,118.5,119.12,-1.55,9756.0,256.0,1171.25
2018-08-21,122.8,123.0,118.02,121.0,0.41,10817.0,284.0,1302.79
2018-08-20,124.0,128.2,120.0,120.5,-2.03,17328.0,416.0,2135.91
2018-08-17,126.0,127.4,120.52,123.0,-1.99,20351.0,381.0,2514.62
2018-08-16,124.88,127.6,117.6,125.5,2.45,20068.0,475.0,2499.14
2018-08-14,117.0,122.98,116.0,122.5,4.7,22175.0,509.0,2677.49
2018-08-13,112.9,118.48,110.1,117.0,3.08,22003.0,530.0,2539.87
2018-08-10,114.2,114.2,110.0,113.5,-0.44,12278.0,354.0,1378.33
2018-08-09,109.2,114.0,106.12,114.0,6.76,31786.0,631.0,3472.46
2018-08-08,100.9,106.78,99.5,106.78,6.99,62010.0,390.0,6240.25
2018-08-07,100.0,102.86,97.3,99.8,0.3,15623.0,302.0,1564.69
2018-08-06,103.0,103.48,97.52,99.5,-1.97,16852.0,446.0,1678.46
2018-08-03,103.0,104.0,101.5,101.5,-1.26,6729.0,187.0,690.29
2018-08-02,103.3,104.2,102.6,102.8,0.21,10339.0,210.0,1071.93
2018-08-01,102.5,104.78,101.06,102.58,0.57,17317.0,407.0,1785.46
2018-07-31,105.0,111.0,100.9,102.0,-3.32,29285.0,834.0,3095.96
2018-07-30,110.0,116.4,104.2,105.5,-0.38,73345.0,2408.0,8201.3
2018-07-27,99.5,107.0,96.3,105.9,6.97,41903.0,976.0,4314.68
2018-07-26,95.5,99.99,95.5,99.0,4.21,28764.0,669.0,2845.16
2018-07-25,88.0,96.8,87.0,95.0,8.88,28927.0,886.0,2665.04
2018-07-24,87.0,87.95,83.01,87.25,0.83,16570.0,312.0,1431.77
2018-07-23,85.39,86.53,84.5,86.53,2.54,7247.0,150.0,623.96
2018-07-20,84.0,86.8,83.0,84.39,1.67,13408.0,620.0,1134.21
2018-07-19,83.5,84.49,81.71,83.0,-0.6,5378.0,137.0,444.44
2018-07-18,84.97,84.99,82.61,83.5,-1.42,7521.0,200.0,625.95
2018-07-17,85.53,85.53,83.05,84.7,-0.95,7052.0,136.0,594.0
2018-07-16,86.4,86.99,85.3,85.51,0.01,3658.0,103.0,314.19
2018-07-13,85.9,86.8,84.99,85.5,-0.31,5591.0,123.0,477.61
2018-07-12,86.2,86.99,82.0,85.77,0.32,6005.0,121.0,513.09
2018-07-11,87.0,87.0,85.0,85.5,-0.12,8023.0,222.0,690.99
2018-07-10,80.04,88.7,79.6,85.6,7.27,64079.0,1008.0,5488.14
2018-07-09,80.89,80.99,78.55,79.8,-0.3,4288.0,86.0,341.14
2018-07-06,81.0,82.0,80.02,80.04,-0.57,7195.0,175.0,583.25
2018-07-05,77.6,81.5,77.21,80.5,3.87,32503.0,271.0,2604.17
2018-07-04,77.85,79.85,77.0,77.5,0.13,9562.0,214.0,747.51
2018-07-03,78.0,78.0,76.56,77.4,-0.77,3427.0,130.0,264.55
2018-07-02,76.0,78.1,76.0,78.0,2.63,18750.0,221.0,1443.43
2018-06-29,75.17,76.97,75.16,76.0,-1.27,12550.0,165.0,954.05
2018-06-28,74.65,77.0,74.51,76.98,2.44,7063.0,151.0,535.03
2018-06-27,76.2,77.1,74.63,75.15,-2.39,6048.0,145.0,455.53
2018-06-26,77.8,78.9,75.02,76.99,-0.88,7010.0,198.0,543.95
2018-06-25,73.25,79.99,71.6,77.67,6.41,10809.0,288.0,818.56
2018-06-22,72.5,74.0,72.5,72.99,-0.01,6517.0,143.0,478.55
2018-06-21,76.99,78.18,71.5,73.0,-5.18,15736.0,320.0,1163.61
2018-06-20,78.0,78.9,74.2,76.99,-1.92,12192.0,334.0,929.14
2018-06-19,80.1,80.1,76.4,78.5,-2.93,11137.0,236.0,874.14
2018-06-18,81.9,81.9,80.0,80.87,-1.38,6083.0,163.0,490.78
2018-06-15,82.7,82.8,80.7,82.0,-0.61,12764.0,265.0,1045.06
2018-06-14,78.0,83.0,76.1,82.5,4.07,21032.0,416.0,1666.58
2018-06-13,80.85,81.0,78.51,79.27,-1.39,5633.0,142.0,447.68
2018-06-12,79.35,82.0,79.35,80.39,1.26,7977.0,197.0,638.36
2018-06-11,84.5,84.8,75.55,79.39,-4.18,28792.0,727.0,2282.41
2018-06-08,82.49,83.99,80.5,82.85,-0.18,15852.0,336.0,1304.79
2018-06-07,81.4,84.0,77.01,83.0,4.67,22012.0,569.0,1768.22
2018-06-06,79.75,87.7,77.3,79.3,1.68,98372.0,1754.0,8119.85
2018-06-05,71.51,77.99,71.01,77.99,11.89,73460.0,807.0,5420.62
2018-06-04,65.0,69.9,64.5,69.7,8.91,19889.0,389.0,1346.6
2018-06-01,62.5,65.0,61.7,64.0,2.4,6391.0,200.0,403.12
2018-05-30,64.98,66.8,61.3,62.5,-7.24,32286.0,463.0,2075.22
2018-05-29,70.0,72.7,66.1,67.38,5.28,90589.0,1161.0,6305.09
2018-05-28,60.8,64.0,60.02,64.0,5.77,36433.0,470.0,2274.11
2018-05-25,61.0,61.0,59.5,60.51,-0.79,5895.0,99.0,355.01
2018-05-24,61.0,61.0,59.81,60.99,-0.02,5568.0,90.0,336.49
2018-05-23,62.0,62.0,58.8,61.0,-1.39,12179.0,201.0,735.88
2018-05-22,62.5,62.6,61.0,61.86,1.74,7585.0,127.0,468.32
2018-05-21,60.01,63.0,60.01,60.8,3.05,20336.0,314.0,1257.57
2018-05-18,59.0,62.0,58.3,59.0,0.0,13064.0,255.0,778.58
2018-05-17,63.87,63.9,59.0,59.0,-7.33,24068.0,358.0,1469.62
2018-05-16,63.5,63.9,60.01,63.67,2.69,34008.0,496.0,2119.9
2018-05-15,66.6,66.6,58.28,62.0,-7.05,93961.0,1279.0,5800.26
2018-05-14,68.0,74.8,65.3,66.7,7.58,240228.0,2655.0,16844.68
2018-05-11,52.2,63.0,51.11,62.0,34.78,200776.0,2026.0,11087.89
